100X_10/report.txt	                4117864               
100X_1/report.txt	                4128470              
100X_2/report.txt	                4116586              
100X_3/report.txt	                4120174              
100X_4/report.txt	                4119381              
100X_5/report.txt	                4118943              
100X_6/report.txt	                4120998              
100X_7/report.txt	                4124138              
100X_8/report.txt	                4098730              
100X_9/report.txt	                4098212              
150X_10/report.txt	                4121895               
150X_1/report.txt	                4123837              
150X_2/report.txt	                4132237              
150X_3/report.txt	                4122745              
150X_4/report.txt	                4126825              
150X_5/report.txt	                4130733              
150X_6/report.txt	                4122155              
150X_7/report.txt	                4148967              
150X_8/report.txt	                4122699              
150X_9/report.txt	                4126648              
15X_10/report.txt	                3354644              
15X_1/report.txt	               3277797             
15X_2/report.txt	                3331926             
15X_3/report.txt	                3528087             
15X_4/report.txt	                3488911             
15X_5/report.txt	                3345791             
15X_6/report.txt	                3422904             
15X_7/report.txt	                3484230             
15X_8/report.txt	                3473388             
15X_9/report.txt	                3376672             
200X_10/report.txt	                4127152               
200X_1/report.txt	                4132175              
200X_2/report.txt	                4125452              
200X_3/report.txt	                4127533              
200X_4/report.txt	                4125527              
200X_5/report.txt	                4128577              
200X_6/report.txt	                4129295              
200X_7/report.txt	                4129098              
200X_8/report.txt	                4124456              
200X_9/report.txt	                4123846              
20X_10/report.txt	                3981394              
20X_1/report.txt	                3924682             
20X_2/report.txt	                3964196             
20X_3/report.txt	                3910856             
20X_4/report.txt	                3793916             
20X_5/report.txt	                3892333             
20X_6/report.txt	                3878953             
20X_7/report.txt	                4000045             
20X_8/report.txt	                3969648             
20X_9/report.txt	                4060466             
250X_10/report.txt	                4123269               
250X_1/report.txt	                4131591              
250X_2/report.txt	                4127561              
250X_3/report.txt	                4129319              
250X_4/report.txt	                4129729              
250X_5/report.txt	                4126023              
250X_6/report.txt	                4132745              
250X_7/report.txt	                4125657              
250X_8/report.txt	                4125906              
250X_9/report.txt	                4130863              
25X_10/report.txt	                4135618              
25X_1/report.txt	                4118201             
25X_2/report.txt	                4063201             
25X_3/report.txt	                4024589             
25X_4/report.txt	                4074191             
25X_5/report.txt	                4088588             
25X_6/report.txt	                4098214             
25X_7/report.txt	                4028976             
25X_8/report.txt	                4061385             
25X_9/report.txt	                4052626             
300X_10/report.txt	                4129307               
300X_1/report.txt	                4127287              
300X_2/report.txt	                4128932              
300X_3/report.txt	                4129306              
300X_4/report.txt	                4126715              
300X_5/report.txt	                4128607              
300X_6/report.txt	                4170257              
300X_7/report.txt	                4154760              
300X_8/report.txt	                4128181              
300X_9/report.txt	                4131026              
30X_10/report.txt	                4112149              
30X_1/report.txt	                4083883             
30X_2/report.txt	                4114338             
30X_3/report.txt	                4152981             
30X_4/report.txt	                4120695             
30X_5/report.txt	                4110591             
30X_6/report.txt	                4091170             
30X_7/report.txt	                4101514             
30X_8/report.txt	                4117997             
30X_9/report.txt	                4100039             
35X_10/report.txt	                4094591              
35X_1/report.txt	                4084595             
35X_2/report.txt	                4128571             
35X_3/report.txt	                4086487             
35X_4/report.txt	                4094776             
35X_5/report.txt	                4136713             
35X_6/report.txt	                4099903             
35X_7/report.txt	                4095559             
35X_8/report.txt	                4118534             
35X_9/report.txt	                4100037             
40X_10/report.txt	                4119981              
40X_1/report.txt	                4114297             
40X_2/report.txt	                4130731             
40X_3/report.txt	                4102144             
40X_4/report.txt	                4125095             
40X_5/report.txt	                4113727             
40X_6/report.txt	                4102064             
40X_7/report.txt	                4096767             
40X_8/report.txt	                4094967             
40X_9/report.txt	                4117541             
45X_10/report.txt	                4120011              
45X_1/report.txt	                4121049             
45X_2/report.txt	                4124668             
45X_3/report.txt	                4104041             
45X_4/report.txt	                4139286             
45X_5/report.txt	                4102431             
45X_6/report.txt	                4125217             
45X_7/report.txt	                4127805             
45X_8/report.txt	                4098835             
45X_9/report.txt	                4120440             
50X_10/report.txt	                4132175              
50X_1/report.txt	                4119782             
50X_2/report.txt	                4119417             
50X_3/report.txt	                4118347             
50X_4/report.txt	                4123683             
50X_5/report.txt	                4120918             
50X_6/report.txt	                4126610             
50X_7/report.txt	                4132175             
50X_8/report.txt	                4132175             
50X_9/report.txt	                4132175             
55X_10/report.txt	                4123101              
55X_1/report.txt	                4120234             
55X_2/report.txt	                4116657             
55X_3/report.txt	                4111624             
55X_4/report.txt	                4121315             
55X_5/report.txt	                4126848             
55X_6/report.txt	                4120840             
55X_7/report.txt	                4101240             
55X_8/report.txt	                4129908             
55X_9/report.txt	                4124762             
60X_10/report.txt	                4120462              
60X_1/report.txt	                4121170             
60X_2/report.txt	                4126636             
60X_3/report.txt	                4061048             
60X_4/report.txt	                4069152             
60X_5/report.txt	                4122170             
60X_6/report.txt	                4118321             
60X_7/report.txt	                4123872             
60X_8/report.txt	                4123872             
60X_9/report.txt	                4126352             
62X_10/report.txt	                4097395              
62X_1/report.txt	                4082083             
62X_2/report.txt	                4045884             
62X_3/report.txt	                4065285             
62X_4/report.txt	                4059396             
62X_5/report.txt	                4114029             
62X_6/report.txt	                4067359             
62X_7/report.txt	                4079762             
62X_8/report.txt	                4101149             
62X_9/report.txt	                4075390             
64X_10/report.txt	                4094358              
64X_1/report.txt	                4055884             
64X_2/report.txt	                4118725             
64X_3/report.txt	                4081696             
64X_4/report.txt	                4106905             
64X_5/report.txt	                4134458             
64X_6/report.txt	                4112669             
64X_7/report.txt	                4121330             
64X_8/report.txt	                4090123             
64X_9/report.txt	                4010632             
66X_10/report.txt	                4091495              
66X_1/report.txt	                4097790             
66X_2/report.txt	                4080602             
66X_3/report.txt	                4092330             
66X_4/report.txt	                4059827             
66X_5/report.txt	                4076583             
66X_6/report.txt	                4055437             
66X_7/report.txt	                4094087             
66X_8/report.txt	                4096823             
66X_9/report.txt	                4144278             
68X_10/report.txt	                4097414              
68X_1/report.txt	                4114643             
68X_2/report.txt	                4032393             
68X_3/report.txt	                4104210             
68X_4/report.txt	                4109448             
68X_5/report.txt	                4085139             
68X_6/report.txt	                4128985             
68X_7/report.txt	                4080142             
68X_8/report.txt	                4141293             
68X_9/report.txt	                4036292             
70X_10/report.txt	                4081418              
70X_1/report.txt	                4108938             
70X_2/report.txt	                4085917             
70X_3/report.txt	                4126222             
70X_4/report.txt	                4088219             
70X_5/report.txt	                4117016             
70X_6/report.txt	                4075864             
70X_7/report.txt	                4090343             
70X_8/report.txt	                4087292             
70X_9/report.txt	                4079626             
72X_10/report.txt	                4090373              
72X_1/report.txt	                4151115             
72X_2/report.txt	                4097770             
72X_3/report.txt	                4103710             
72X_4/report.txt	                4116359             
72X_5/report.txt	                4083844             
72X_6/report.txt	                4128680             
72X_7/report.txt	                4089658             
72X_8/report.txt	                4087096             
72X_9/report.txt	                4093642             
74X_10/report.txt	                4096026              
74X_1/report.txt	                4102309             
74X_2/report.txt	                4087400             
74X_3/report.txt	                4135990             
74X_4/report.txt	                4096672             
74X_5/report.txt	                4128777             
74X_6/report.txt	                4086250             
74X_7/report.txt	                4112720             
74X_8/report.txt	                4094291             
74X_9/report.txt	                4093678             
76X_10/report.txt	                4105386              
76X_1/report.txt	                4144893             
76X_2/report.txt	                4040626             
76X_3/report.txt	                4087677             
76X_4/report.txt	                4114007             
76X_5/report.txt	                4109718             
76X_6/report.txt	                4136991             
76X_7/report.txt	                4151107             
76X_8/report.txt	                4087505             
76X_9/report.txt	                4139915             
78X_10/report.txt	                4140542              
78X_1/report.txt	                4119048             
78X_2/report.txt	                4098335             
78X_3/report.txt	                4096437             
78X_4/report.txt	                4120700             
78X_5/report.txt	                4101318             
78X_6/report.txt	                4103710             
78X_7/report.txt	                4092001             
78X_8/report.txt	                4110529             
78X_9/report.txt	                4102217             
80X_10/report.txt	                4102633              
80X_1/report.txt	                4112414             
80X_2/report.txt	                4109235             
80X_3/report.txt	                4126697             
80X_4/report.txt	                4083806             
80X_5/report.txt	                4113634             
80X_6/report.txt	                4129697             
80X_7/report.txt	                4119565             
80X_8/report.txt	                4097006             
80X_9/report.txt	                4082545             
90X_10/report.txt	                4119821              
90X_1/report.txt	                4128339             
90X_2/report.txt	                4099300             
90X_3/report.txt	                4117407             
90X_4/report.txt	                4127726             
90X_5/report.txt	                4101989             
90X_6/report.txt	                4120236             
90X_7/report.txt	                4115640             
90X_8/report.txt	                4101175             
90X_9/report.txt	                4124265             
